input_text,encouragement_text
手を繋いできたりなどのアクションは無さそう。, やっぱり本気でやっていかないと伝わらないですから。
自分が。。なんか。。説明がつかなくて。。, 自分が望む人生を送るうえでの心得を3つ挙げるとすればそれは
最近後悔する事が多くて。, 自分が自分を信じられないなら誰が信じてくれるっていうんだ。
お仕事もあまりやる気が見られないですし。, 人は必ずしも外見で判断できないが外見は常にその人間を知る重要な一つの手がかりである。
ワガママ彼女。。, 俺は今自分のことを世界が認めてくれてるような気がする。
聞きたくない。とは言っているんですよね。, 人間は死を怖れる。
待つとは伝えたのですが好きと言って引かれてしまうと多分やばいです。, 人生には特別な一瞬がある。
仕事も新人だからかわかりませんがあまり任せてもらえなくてほったらかし状態です。, 人間の偉大さは考える力にある。
死にたい感じそこまでいわれるとは。, 私がビジネスを築き上げることができたのはつまるところ人だ。
すぐ不機嫌になるので。, どんな小さな行動にも魂を込めることだ。
拘束されてて何もできません。, 何事も修行。
逃げなのでしょうか。, 恋はしるしのあとに微笑むが恋はそのあとにそっとなしかけがえるもの。
彼氏になるまでうまく進まないのです。, 私馬鹿な事してるロジックじゃないものね男と女は。そうでしょ母さん。
私と出会って健康運と金運が下がったと言ってて。,我々は他人の運命に自分の人生を適応させ自分自身の運命を変えうるというのであるならば
なんかもう身体全体がおかしくなっていて涙出てきます。, 人は誰も走りながら読書することはできないし泳ぎながら次のページを繰ることはできない。
異動したら前よりもっと距離が近づいてしまったような気がして。, 人は生きてきたようにしか死なない。
友達としてみようとしてもやっぱりだめで。, 失敗や反省を大変と感じるなら向いてない。
分からずにいます。, 私に嫌われてもあなたに愛されればいいのよ。
なるべく怒らせずに平和に終わりたいんですけどほんととても不安です。, 自分の限界を見てからバットを置きたい。
飽きられたりしますか。, 君は他人の悪口を言えば聞くほど自分の悪口が多くなる。
下手したら疲れてきちゃうし。, 人間だけが赤面できる動物である。
入社してから初めて挫折しかけているようです。, 人はいつからでも変われる。
なんだかうちのこ。邪険に扱われていました。, いいですか人生はいつまでも辛いものではありません。
まだムカつくのでいいません。, 私たちが呼びかけている相手は若者たちだ。若さとは未来である。
引かれてないか心配。, 自分の夢そんなに簡単に諦められるかって話でしょ。
彼はバツイチで子供がいる。家のこと仕事のことで余裕がない。, 失敗に達人などというものはいない。誰でもみな失敗の前には凡人である。
自分でコントロールしづらくなってて。, 人生にはある偉大な法則があります。
私には到底そう見えないし。, 何のために意味なんか求めるんだ人生は願望だ意味じゃない。
でも付き合って見ると拒否反応というか。, 恋ほど素晴らしいものはない。
過去の経験でなかなか男の人を信用できなくて。, 君は僕の大事な秘密だよ。
仕事苦しんでます。, 人生の楽しみではなく喜びを求めていこう。
まず友達が少ないです。, 恋と咳は隠せない。
何故気持ちが高ぶったのですか。, 僕らはユーモアがないものはどうしても楽しめないんだよ。
でも僕は彼を傷つけてきました。, 本当に大事にしているものや好きなものを笑いの素材にするというのが好きなんです。
職場の環境が社内恋愛や不倫が蔓延していて気持ち悪いです。, 僕はただ明るいだけ。なぜなら太陽が空にあるからだ。
仕事も何も手がつかなくなって。, 失敗なんかしちゃいない。うまくいかない方法を七百通り見つけただけだ。
相手の方は公私ともに忙しくバタバタされていてあまり会えないのが不安です。, 私は笑いの力を信じている。
会えるチャンスかなと思ったらダメでした。, 人間の死亡率は100。
ふつーにしてたら。, 本当に何が好きなのか分からない子もたくさんいるよ。
自分の気持を伝えようとした日に喧嘩をしちゃったんです。, 人間の偉大さは不運の時へこたれない事にある。
会うなかでダメならダメですっぱりあきらめたいです。, 愛し合ってるかい。
でも身体の関係は持ってしまっていて少し気まずくて。, 他人のアラを探し陰でけなしたり批判したりする人は仕事や家庭がうまくいっていない。
苦しいです。今の私。, 人はいかに遇されるかによってそれなりの人物になっていく。
元々付き合っていた彼と再会して曖昧な関係が続いていたのですが。, 君の眼を内に向けよ。
ハッキリ言ってくれないのがいやです。, 僕の16年の人生であれが一番美味しい夕食でした。
もうないのかもしれませんね。, 無より有を生ず。
前落ちたときはかなり聞かれたのにー。,自分の夢が他の人に話して笑われそうな夢でも全然いい。夢は持つだけではなく言葉にすることでその瞬間から
時期が良くない。, 人間はどんなことにでも慣れるように勝つことにさえ慣れてしまうんです。
立て直している間に歳になってしまいましま。, 私の一生は無意識の自己実現の物語である。
彼とは相変わらずですが進まないのも理由があるんじゃないかと思ってしまいました。, 人生に夢があるのではなく夢が人生をつくる。
ただ彼も最近そっけないですがなんとなく。,あなたの内側にある困難を見つめないで下さい。あなたの人生はあなたの影の後ろに隠れ
今不倫相手のことを思って毎日悩んでばかりなので。, わたしたちは敗戦にあったからいまがありました。
考えられなかった。, 何事も本気でやるから初めてそれが冗談レベルに終わることがほとんどだ。
彼氏に小さな嘘をつかれどうしてもひっかかります。,人生をあまり深刻に考えてはいけません。だって生きたままそこから逃れることは絶対にできない
特になんの進展もないです！。, 人生の歩みは自分自身の心から始まり自分自身の心の底にに終わるのです。
過去にパワハラを受けたことがあり。, 成功する人は動き続けている。間違いを犯すことはあっても決して立ち止まることはない。
非常に朝から腹が立ってます。, 人間は自分が考えているような人間になる。
もう諦めるしかないですか。, どんな馬鹿げた質問でも一つ尋ねれば十年後に答えがわかるだろう。
彼の気持ちは私にないでしょうか。, 人生に勝ち負けなんてあるもんか。
正しいことを言っても怒りで返されなくしかできない。,私の落語だって自分のアイデアを次々に試し笑いのセンスをぶつけている。努力してるつもりはない
離婚前なら無理だよね。, 人生はひとつの挑戦人生を受けて立ちなさい。
いや終バス逃したり色々と。, 人はたいてい過度の恐れから嘘をつく。
付き合ったばっかりでそれってことはもう好きじゃないですよね。,人間は本来平等であるべきなのに未だにそれを美徳と勘違いして正義の側に
給料下がるわやる気もなく苦痛なだけ。, 心掛け次第で私たちの行動は道徳的なものになるかならないかが決まる。
私は邪魔なのか私は貴方にとったなんなのかと。, あなたはあなたのままでいいことに気がつくのが本物の関係への近道よ。
お相手の気持ちがしりたいです。, 自分が苦しい時はライバルもまた苦しいのです。
前にもグループでの発言注意されて。, すべての基本は平常心。そして選択の幅を広く持っているほど難局でも明るく前向きに受け入れられるのだと思います。
それとも私と長続きしないということでしょうか。, 幸せは蝶に似ている。追いかければ見失ってしまうがじっと座っていれば飛んできて止まるからだ。
一生会えないんでしょうか。, みんなが知っていることを知っていても何も知らないのと同じことである。
男性だから少し気持ち悪いのですが。, 私は何のために生まれてきたんだろうってずっと思ってきたけど今は本当にこれは言える。
そこはあなたがウソついて水商売してたってだけでしょ。, 何言ってんのよ。私と結婚していたらあの男が大統領になっていたのよ!。
気になって仕方ないんです。, 僕は夢を実現するために生まれてきた。
主人と父はいつもあれ喧嘩してます。, 人はみなそれぞれ違った魅力と才能を持っています。
自分は自分だと思ってたのに。, 自分の意思というものは黙っていたら他人もわからない。
だからこそ今度こそと思い過ぎたのが。, 私はあなたの敵ではない。無関心は敵だ。
なんか結婚したことをたまに後悔します。, 君は今とても忙しい。
お金がらみになると何かとケンカになります。,人間はただ自分がしたいと思ったことをせずいやだと思うことに努めるならばそれぞれ身を全うすることができるものだ
もう間に合わないのですか。, 私は私を信じる。
先日同じ職場で他の人達も不倫していることがバレました。, 何かを始めることってたいへんだからまずは小さな一歩を踏み出すことが大事。
彼のほうが強引に来たくせにと思うと悔しくて。,自分が無知であることを知ることは重要なことであり知っていながらそれを認めようとしないのは愚かである
自分を変えたいんですがなかなかうまくいかず。, 人には個体差があり自身に合った運動方法を見つけなければなりません。
彼はケンカした時のことはもう何も思っていないんですかね。,あなたが少しでもほんの少しでも人間らしい弱さをもっていてくれたということがとてもうれしいの。
彼自身がイライラしている。, 人間はだれでも言葉を知らずにこの世に生まれてきます。成長するにつれて親や教師からいろいろな言葉を教えられます。
彼にお前とはもう関わりたくないと言われたので。, 人間を判断するのにその人の偉大な特質によるべきでではなくそれをどのように運用するかを見るべきである。
でも私つらくて。, どうやって愛されたいかと聞かれて私が愛されたことがないと答えました。
自信がどうも湧かなくてどうしたら良いかわからないです。,人生には二つの悲劇がある。ひとつは願いがかなわないこと。もう一つはそれがかなうこと。
自分でもどうしたらいいのかわからなくて。, 自分が変わらなければいいことだから。周りが変わってくれればいいことだし。
うまく話せなくて。, 言葉は無粋押し通れ。
返事も来てないのに送るのもなと思って送ってません。, 何ひとつ為した事はない。このまま死んでしまえば全くいなかったのも同然なのだ。
あの。。私はどうなんでしょうか。。不安になってきました。。, 私はただ自由であるべきだ。私にとって自由とは学校の支配からの解放を意味している。
あまり続きませんでした。, 人間は本来働きたいもの。働くことを邪魔しないことが一番うまい人の使い方である。
ちょっと疲れてきてたまにキツイことも言われたり。, 自分が成功しないと誰が成功するのか。自分が失敗しなければ誰が失敗するのかと。
このまま私は彼を諦める方がいいですか。, どうせむだよ。あんたたちに話したって。
対応が違うのでうまくクラスがまとまっていない気がします。, 私が金を持っていたとき誰も彼も私に金を貸してくれた。
また長引きますよねこの感じも。, すべての事には訳があるんです。
時間に追われて。, 何事にも表と裏があることを常に意識して欲しい。
直に受け止めてしまっては。, あなたが何かを行うとき簡単にできると自分自身に言い聞かせなさい。そうすればそれは本当に簡単になる。
辛いことしかなかったように思えます。, 女の欠点を知ろうとする者は彼女の女友だちの前で彼女を褒めてやることだ。
月に素っ気なかったので嫌われたのかと。, 人の生や群すること無き能わず群して分無ければ則ち争い争えば則ち窮す。
結局きょうもみずきが俺の立場だったら嫌じゃないわけしつこいっておもわない。, 人生はもっと軽い気持ちで生きるべきだよ。
彼から気を遣われているのもわかるしでもどうしていいか私もわからず。,夢想家には他の人たちと違うところが一つある。それは夢を
その後彼と別れそうな状況になっています。, 自分の仕事や会社をしっかり理解してもらう為にもある程度の年数が必要。
悲しくなってなんで付き合ってるんだろうなって気持ちになります。, やっぱり好きなことをやることはいいことです。
ルールは最も嫌いそう。,何をするときにも全力を傾けそれをやりとげるまではけっして気を抜かない。そうすれば間違いなく偉大な人物になれる
なにぶん知り合ってまもないので相手のことも十分わかってないし。,自分からやろうと思ったことと人からやりなさいとやらされることではやる気はまったく違って
私あんまり恋愛以外のことが楽しめない性格で。, 愛の敵は憎しみでなく無関心である。
それじゃなくても仕事もいそがしくなれば気持ちは薄れるんじゃないかな。って。, 私は毎晩眠りにつく前に腕立て伏せをしています。
朝から不安です。, 幸福とは微笑のようなものだ。微笑があれば幸福だし笑なければ幸福でない。
怒りしかないですね。, 自分にとって大切なこと価値があるものだと信じていれば人に何と言われようが続ければいい。
どうしたらいいのかもうわからなくなってしまいました。,すべての出来事には意味があるあなたの今にも意味がある。未来は焦らず。ちょっと先にある。毎日毎日
悲しくなりました。。, 愛とは何かと迷う時あなたの心は愛に感染しています。
怒ると物に当たったり。, あなたがどんな人間かを知りなさい。そうすれば何をすればもっとあなたが好きになるかがわかるから。
結婚願望みたいなものをあまり感じないので私としては不安が有るんですよ。, 人を見るのにいちばん良い方法はその人を好きになり始めること。
それではダメですね。, 今日あなたは空を見上げましたか。
またを繋げてこっちに返事くださいって言ってたんですけどそれやめた方がいいです。, 人生のつらく厳しい経験によって人は人格を作り上げていく。
聞いても答えてくれなくて今の状況に不満を持ってるのかなと。, 仕事とラグビーはオンとオフの関係。
上手くやるにはどうしたらいいですかその人がいるだけでストレスはんぱないのです。, 自分もストレートとは言い切れないバイセクシャルを公表。
よくわからなくなってきて。, 人間なんてどんないい事を言ったってだめだ。生活のしっぽがぶらさがっていますよ。
時間がかかるかんじですか。,やっぱり目標がなくなるとぽかーんと穴が空いちゃうんだ。やっぱ夢の数字だったからねどうした
短気ってことですか。, 私は自分で決めて行動することから逃げていた。
身内やパートナーがいないと何もできず。, 自分の能力以上に頑張っても長続きしない。
彼氏とも別れる気にもなれないのですが。,人間は人生の途中一寸した優しい他人の励ましや情愛の言葉で勇気づけられ自分の
ただそばにいるだけじゃだめってことですね。, 人間はどうしたって好きなことしかできなくなる。
原因がわからなくて。, 自分が何に向いているのか何が好きなのか見つけるのはやさしくない。
女の影があるようなないような不安になるような対応が度々あって。。, 僕も何べんも挫けそうになったから。
めんどくさいタイプだから。, いい悪いをハッキリしなければならない。それをせずになにかの拍子に気分で怒るから変なことになる。
他にとられたくないって気持ち。, 私は笑いの力を信じている。
それは仕方ないですね笑。, 自分の弱さに向き合ってこそ努力は実る。
確かに深刻にはなってますけ。, 人間は年を追うごとに世の中も自分のことも見えてくる。自分の可能性の多大さを発見できるのです。
今肩を痛めています。, 私のこのヘタな文字つたない文章も見てくれる人のおかげで書かせていただけるんです。
はい。こわいー。, 私のこのヘタな文字つたない文章も見てくれる人のおかげで書かせていただけるんです。
彼の気持ちがわからないというか付き合い方に疑問を感じてしまって。, 自分がやりたいことを自分が満足できるようにやれるかどうか。
送りづらいとかありますかねー。, 女は娘でいるうちは五月の花どきのようだが亭主持ちになるとたちまち空模様が変わる。
遊ばれてたくないです。, 人間の体の中でたったひとつだけ絶対に年齢を感じさせないものがある。それは脳だ。
分ほど応答がなく受付できませんと表示されちゃいました。, 私は無意識の領域で自分の個性を制限しほかの人を抑圧してきた。
私が悪いから彼を咎めることはできないし。, 私の音楽はいつもスタジオで作っているから常にそこにいるということなのよ。
わたしはこの人といる未来を望んでいるんですが彼からしたらもう自信が無いと。,何かを成し遂げたときはいたわりの気持ちを込めて自分自身にご褒美を与えてあげなさい
モヤモヤかあ。あたしから彼に対してもやもや彼からあたしに対してもやもや。,私の心の海は毎日波だちますが底
こわいのですが。, 人生は決してあらかじめ定められたすなわちちゃんとできあがった一冊の本でない。
私も言う勇気がなくて。, 人間の偉大さは考える力にある。
あっでも言ってしまえば彼女のやり方に多少の不満があるのは確かです。, 仕事に没頭している時だけ私は私らしくいることができる。
受かりたい。けどもう焦っても仕方ないし。, 人間はだれでも言葉をつかわなければ生きてはいけないし自分の言葉でしゃべらなければなりません。
であまりにも悲しくなって。, あなたの中には表現されるのを待っている力強い天才がひそんでいる。それは教育やしつけでは抑えつけられなかった力だ。
今バイトでホストしてるんですけど浮気が心配。, 自分の弱さや足りないものを埋めてくれるのが仲間という存在ではないのか。
去年からずっといないです。, 人は誰でも実際に起こらなかったことを思い出にすることもできるものなのです。
いい加減にしてほしいです。, 僕らの年齢になるとオレはこんな感じだからと自分の形を決めつけて新たなことに踏み出そうとしなくなってしまう人も多い。
ずるいめんどくさいやつ。, 自分という人間に価値を認められるようであれば自分にも価値があると信じなさい。
色々してもらったのに何もできなかったから。, 人は自分の友に秘密を話すがその人にもまた友がいるのだ。
反省はすごくしてます。, 僕はよそ者だった。ますます疎外感を感じた。違うのに道づれにしようとするんだ。
引き止める！全てにおいていないの嫌だゎ。, 私は若いうちはバンドやっていた。
収入がどうしても。, 君がいつの日か出会う禍は君がおろそかにしたある時間の報いだ。
振り回されて嫌な気分。, 我々は純粋性と暴力との間の選択をするのではなく種類の異なった暴力の間で選択するのである。
仕事のことで悩んでます。, 人と比べてクヨクヨ悩む必要はありません。
こないだちょっとヤケになってしまいましてね。, 自分が成功することを常に期待しなさい。
やりすぎちゃうんですよね私も。, 人生とは自転車のようなものだ。倒れないようにするには進まなければならない。
はい。口癖だったり話し方一つで人づてに注意が回ってくる感じですね。,すべての粗悪な芸術は善良な意図の結果である
なんだか心が弱くなってます自信がなくていろんなことを自分で決められなくて。, 私はよく愚痴をこぼすなくよくよ後悔するなと言っている。
ただみんな我慢してただけかも。, 人間はどうして有限のものばかり追いかけるんだろう。もっと無限のものの追求の喜びを知るべきだ。
口下手の恥ずかしがりです。, 人は自分と似ていて少しだけ違うものに対してもっとも親近感を抱くものである。
結構つらいです。, 人間は自分が考えるほど不幸でも無力でもない。
まだ彼の呪縛がとけないから。。, 人は自分の心を知らず知らずに誤魔化していく。
そんな自分の心の弱さや不安な気持ちにもイライラしてしまうのでさ。, 私は人間をきらいです。
親にも婚期の心配されますし。, 人間にできることはせいぜい今日を一生懸命生きること。
寂しかったのかな。, 言葉は木の枝に繁り葉は空に繁る。
彼と別れられません。, 俺が俺がではなくてこのチームはどういうふうに俺を必要としているのかということについて常に考えている。
だめになっちゃうんじゃないかと。, 何をやったかではなく何のためにそれをやったかわかりなさい。
悪い状況が続きすぎて。, 僕は逃げられないし逃げるべきではないのだ。
促しても何も無くて。, いい料理人を第一に置こう。
その仕事は去年春から立ち上げたばかりで月から忙しく会えてないんです。, 私は自分の仕事に全力をあげて取り組みます。
今はどこにいるか分からないです。,自分の幸せや生活の安定以上に周囲の人の幸福や将来を考えられる度量の大きさ利他の精神も持ちあわせていかなくてはなりません
このままお付き合いを続けていってもいいのか分からなくなってしまって。,心は一番大切だけれども目に見えないから忘れないように心技体と一番上にあるのかもしれ
大好きだった彼と喧嘩になり喧嘩別れのような形になってしまいました。,私は自分の直感に従うわ。すべて上手くいく良い一日になると自分に言い聞かせるの。自分の直観
わたしから仕事を奪うように動いている。, 自分の欲望の限度を守ることが幸福に生きるコツ。
もともと自分に厳しすぎるところがあるので追い込んでしまっています。, 努力している人の姿に気付かされる教えられる励まされる支えられる。
私月いっぱいで仕事辞めるって決まってるからその面がすごく不安で。,あなたが恐れている事態はほんの一瞬前のめりに感じられれば
優先順位がつけられないんだよ。, 人は自分と意見の違う人に出会った時でもすぐに変えようとするべきではありません。
すごく動揺しています。, 人生でいちばん大切なことは心地よい場所にいることではなくて自分の理想にいかに近い形でいるかということである。
さっき着いて遅いからいいと断られ。,人間は自分が信じた人生を生きるべきなのです。その人生の実現のためには失敗や苦労することも大いにあり
知らないから躊躇。, どんな状況でも3回フルスイングで決める。
彼嘘つきですね。, 私が行なった数々の政策は私は行なっていないと自負している。
昨日も死にたいと言ってきたので。, 人はみなそれぞれ違った魅力と才能を持っています。
じつは仕事で色々あってそのお店の撤退が決まって月いっぱいで終わりなんです。, どんな状況でも楽しむことができれば人生の勝利者になれる。
大丈夫こりないな。, 幸せな人間になるための人生の秘訣は自分が心の底からしたいことをする。
知りたいけど聞けなくて。, あなたが一生ベッドをともにしている体にどうして恋しないのだ。
ほかの人は変に気をつかってしまいますね。, 私たちがビジネスで重視するところは品質ではなくスピードだ。
彼の事は忘れるべきですか。, 私の前にある美しい光景よどうか私を歩ませてください。
大事な人だったけど一緒にいると疲れるから距離をおきたい。, 私たちは愛することによって自分自身を育て上げていく。
よくわからないんです。, 俺は俺の稼ぎでしか飛ばねえよ。
ダメージだったんですね。, 私はただ見ていなければならぬのだ。
今は難しい気がします。, 人間の死亡率は100。
それで職場内でうまくやっていけないということがありまして。, 私は人生の苦難を味わってきました。
他の人に目を向けてみて会っても楽しくないのです。。, 我々証券業者は我々の商品についてもっと充分な認識を持たねばならぬ。
結局私はどうしたら。, 私は失敗を受け入れることが出来るが他人は永遠に許せない。
あたしの不満を伝えましたが。, 誰も信用してないときに自分を信じること。
踏み込めなかったんで。, あなたが何者であるかにかかわらずすべてはあなたが決めるのです。
会えなくて淋しいです。, 俺はな<unk> この先<unk> 何があるか分からないだから俺は<unk> この<unk> 向こう側に立ってるんだ。
彼ばっかりになってたから彼が辛くなっちゃったんだと思ってます。, 愛は数え切れないほどの障害に遭遇する。
余りのショックに立ち直れません。, 俺の眉毛はどこまでも自由でワイルドなのさ。
でも迷惑でしょうね。, 人間は年齢に関係なく自分の感じるままに生きたい。
でもそれが限界にきてるっていうか。,何より私は人の運ってあると思います。案内してくださった人たちとの巡り逢いに背中を押され
私は迷惑というか嫌われているのでしょうか。, 失敗を気にすることはもうやめよう。
普通に生活してたら出会いがないです。, 何かにこだわると見えるはずのものが見えなくなる。
素性が少し怪しいなと思っていて。, 失敗にはいいことが二つある。何もせずにそっと放って置くと。
ただわたし自身戻りたいとは思うけどやはり彼の気持ちがほんとにわかりません。, 成功者になろうとするのではなく価値のある人間になるよう努めるべき。
彼氏との仲があまり上手くいってなくて。, 私を静かにさせておいてくれ。
なんだか応答が不具合ですか。, 成功の下には久しく処るべからず。
なかなか続かないか騙されたりすることがあります。, 人間は天性に従って行動するのがよい。
小さいころのトラウマ。, 私は私が出演している映画のヒロインの生活と私自身の生活という二つの生活を並行して送ってきた。
親からは反対されますか。, 我々はあまりにも他人の前で自分を偽装するのに慣れているのでしまいには自分の前でまで自分を偽装するようになる。
彼は私に特に嫌な感情は抱いていないでしょうか。, いい男になるのだな。
聞く耳持ってくれなくて。, 自分の力でやります。たとえ会社が傾いても仕事は絶対に倒れない。
まるで寂しいからの。, 無神経な奴は場所さえあればどこへでもいってやる。
だめになってしまうことはありますか。,人はみなさまざまに長ずるところ信ずるところを行えばよいのさ。社会は大きいからあらゆるものを包容して毫も不
私は恋愛運がほんとになくて好きな人ができてもなかなかうまくいきません。, 何につけトップ人材に目をつけることはあとあと役に立ちます。
声を聞いたらまた悩んでしまうからと会ってもらえずで告げられました。, 人は心が原動力だから心はどこまでも強くなれる!。
好きな人を一年以上も想っていて忘れられなくていい加減自分が嫌です苦笑。,人間は適切に勇気づけられればこころのなかの生命力をよみがえ
仲直りはできてません。, 自分がどこに導かれてるのかわからない。
だいぶ時間が経っているので話しにくいというか。, 我々は女性にしゃべらす薬を持っているが女性を沈黙させる薬は誰も持ってない。
婚約中の彼から別れを切り出されました。, 私の前にある美しい光景よどうか私を歩ませてください。
奥さんといてもお金の貯金もできない。, 俺が走らせたいから走らせているわけではない。
具体的にはまだわかりません。, 人は自分自身について最大の関心を持っている。
それを理由に断られるんじゃないかと。,すべての困難はあなたへの贈り物を両手に抱えている。まずそれを両手でしっかりと受け止めなさい。それからあなたの贈り物を受け取れ
就職に戻りますがどんな職業がむいていますか。, 私はあなたが考えていたよりずっとたくさん生きてきた。
それで自信をなくしてて。, 私はすべての自分の書物を閉じてしまった。
そのこと伝えたけどだめでした。, 人は自分に理解できる黙認以外の何ものも許すことはできない。
好きな人もいない状況です。, 愛されることが幸福ではなく愛することが幸福である。
それで逃げ回ってるんです。, 自分が進んでいく道ですから他人にいろいろと議論されることもないですし左右されることでもないと思うんです。
どうしてもダメなら一緒に死にたい。, 自分のことばかりでなく周りの人のことを思いやれる人間になって欲しい。
そんな風に見られていたとはとちょっと自分の態度に後から反省しました。, 自分の欠点や弱点を欠点だと思うな。長所なのだ。
原因は全部仕事からくるなやみです。。。, あなたの未来は今のあなたの心にありそれは習慣的な思考や信念によって決まります。
まだお家の事も落ち着いていない状況なのですね。,人生山あり谷ありでどんなに辛いことがあっても必ずその先にいいことが待ってる
仕事二生きるつもりもないのでやむようと。, 我々の改革者たちは経験に向かってはお前はもうろくしているといい過去に向かっては俺は子供だという。
そもそもの出会いがあるかどうかが不安です。, 人は皆自分という檻を破る脱獄囚なのさ。
私はまだその人と出会えてないんですかね全然心当たりがありません。, 僕は自分自身を何者であるなんて宣言したことはないよ。
なので自分に自信がなくコンプレックスを抱いています。, 本当に強い人なら喧嘩はしません!。
半年思い続けてきて諦めるのは辛いなと感じてます。, 仕事も家庭も大事。
仕事もなかなか決まらずいろんなことで不安がいっぱい。, 私は何事もとりあえず試しにやってみるタイプ。
ばかなんですよ。, どんなに才能があっても毎日出ていて同じようなことをやっていれば飽きられるのは当然だ。
来るのかそれも不安で。, 他人を信じて傷つくことがこの世にないように正しく生きさえすれば愛は相手になくても自分にはあるんだと思う。
お互い顔がタイプなのかどうかも不安になっちゃってます。, 自分らしい滑り。
イライラと不安の塊です。, 私たちはある限られた時間だけしか生きられない。
私から発信したくても拒否されている状況なので。, 私があなたの様な小物と手を組むと思いますか。
遠距離だから不安になります。,自分だけが苦しいのではない。皆苦しんでいるのだ。今楽しい人もいつか苦しむ。今苦しんでいる人もいつか必ず楽しい時が来る
付き合うのは難しいって感じですかね。, 私は明日を一度も見たことがない。
嫌われてそうでこわいです友達にも戻れなさそうな。, 自分もあんたと同じ間違いを犯したことは何度もある。
まあ私は多くは聞くつもりないです。, 人生はお祭りさ信じようが信じまいがね。
わざと！なんで！。, やっぱりリレーでの表彰台は何倍も嬉しい。
奥さんと不仲だときいてますがどうでしょう。, あなたは物事を捨てられないがそれは捨てるべきものの種類をよく知らないから捨てようとしないのだ。
何がずっと引っかかってブレーキをかけてしまってるんだろう。, 人の心を軽くしたい明るくしたい。
好きな人には無愛想になってしまいます。, 自分がそれを好きか嫌いかってこと以外に自分がそれをできるかできないかってことを見極める必要がある。
彼に会いたいのに体が動かぬ。, 言葉は愛の贈り物です。言葉は神とともにあり共に愛さなければなりません。
失敗ばかりして。, 人間は誰でも自分が一番大切なのです。
朝が早くてやっていけるか微妙にかんじてます。, 我々が予測するものが起こることは滅多になく我々がほとんど期待もしない事態が一般に発生する。
去年はとても辛いことが多かったです。それはいまもそうかもしれません。,人は幸運な時は偉大に見えるかもしれないが真に向上するのは不運の時
諦めた方がいいですか。, 愛は寛容であり愛は情け深い。
確かに喧嘩はすごく多いです。彼にもっと必要とされるにはどうしたらいいでしょう。,自分が何をしたくて今の仕事を選んだのか初心に返ってみません
嫌われちゃったかなと。, 人生の旅をしていくと本当によく判ります。したことのないことまでして行ったことのないということが結構あるんです。
欠けるなと思うことも。, 人というものは親切を示してはじめて信頼され始める。
その心理とそれなのに私と別れない心理がわからないです。, 人付き合いが下手で困っています。
もう無理だから諦めてくれ。, 僕だってもうピークを過ぎているかもしれないじゃないですか。
まだ彼にはちゃんと聞いていないです。。, 自分の好きなことをどんどんやっていってそれが自分の収入になるっていうのが理想。
もめてはいたのですが。,人の生や群すること無き能わず群して分無ければ則ち乱るれば則ち乱れ乱るるなり。
夫はどうかんがえているのでしょう。, 僕はサッカーやってないですやったら入りますけどね。
近所さんうるさいんですよ。, 人生における本当の喜び愛することはとても簡単なことです。
記憶にありません。, 他人に迷惑をかけない。人に迷惑をかけるのが嫌い。
月までこのままですかそれは辛いです。, 私たちは他人を愛することはできる。しかし自分を愛することはできない。
厳しいですけど。, 我々の改革者たちは経験に向かってはお前はもうろくしているといい過去に向かっては子供が親をバカにしているといい。
彼は私のことなんてもう興味もないですよね。, 私の意思がそこにあろうがなかろうが髪は伸び皮膚も爪も生まれ変わる。
私から動くべきですか向こうからきてくれますか私すごく優柔不断です。, やめたいと思ってもやめられなかった。
私も責任ある立場でやらせてもらってるんですけど。, どうしてこんなに悲しいのもう忘れようって思ったのに。
私には難しいのではないかと思っています。, 私たちはこの世において死ぬはずのものであると覚悟しよう。
彼にうまく甘えられず寂しい思いをさせてるのてはと不安になっています。, 何のために勉強するのか。私は人の役に立つためにあると思っています。
その後の同窓会は時間が合わず行かなかったんです。, どんなに苦しくても夢を見失うな。
歳でお元気だから良しとします。ひねくれ爺さんですよ。, 私は明日を一度も見たことがない。
めんどくせーなー。, 私はただひとつのことをずっと欲しがった。
深夜３時しか会えず。, 他人の昇進や幸福を喜ぶのはすでに敗北している。
なんか私の指導が甘いのかなぁとかも最近思ったり。, 成功は毎日コツコツと働き続けた賜物。
実際彼は迷惑に思われたでしょうか。, 今日は僕の妻を抱いてあげたい。
トラブルは起こしたくないです。, 自分の意思で自由に動ける活動できるって人間としてものすごく幸せなこと。
私の考えが間違ってるのかと思うくらい。, あなたを育てるのはお父さんでもお母さんでもない。
年下彼の気持ちもイマイチ分からずまあそんなことはありませんが。,あなたの未来は今のあなたの心にありそれは習慣としてずっと続いていきます。
気持ちがる感じ。, 成功するしないではなくやるかやらないかである。
今お互いダメですかね。,自分の心の中に何か悩みがあるならば先ずそれは取越苦労かあるいは消極的思考かの何れかである。故に入念に省察
あんまり頻繁には疲れてしまうようです。, 自分の直感を信じなさい。
勉強は進学校なので大変ですね。,心のうちを打ち明けるのは虚栄のためしゃべりたいため他人の信頼を惹きつけたいため秘密の交換をしたい
わたし。そんなんじゃないのに。。, 人生は何が起きたかではなく起こったことにどう対処したかによって決まるのである。
ちょっと困ってしまってます。, 私の理性は曲げられたり折られたりするようには仕込まれていない。そうされるのは私の魂なのだ。
色んな揺れる気持ちがありますが。, 人間というのはどうしてこんなに勘違いをするのだろう。
